index,forest_length,likelihood,prior,posterior,leaves
1684,3.42828,-5051.89,-41.8061,-5093.7,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1685,3.2414,-5142.42,-41.7899,-5184.21,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1686,3.23813,-5144.27,-41.7862,-5186.06,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1687,3.2928,-5052.71,-41.8124,-5094.53,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1688,3.00631,-5115.46,-41.7745,-5157.24,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1689,3.05403,-5043.12,-41.7696,-5084.89,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1690,3.19617,-5232.83,-41.783,-5274.61,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1691,3.04897,-5049.86,-41.7844,-5091.64,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1692,2.81312,-5004.34,-41.7771,-5046.12,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1693,3.34394,-5455.87,-41.7822,-5497.66,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1694,3.38798,-5356.94,-41.7889,-5398.73,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1695,2.52156,-4935.16,-41.7804,-4976.94,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1696,2.9604,-5050.26,-41.7742,-5092.04,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1697,3.0778,-5050,-41.7866,-5091.78,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1698,3.41954,-5281.57,-41.7945,-5323.37,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1699,3.50932,-5376.43,-41.8002,-5418.23,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1700,3.14145,-5143.67,-41.7814,-5185.45,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1701,3.30246,-5146.54,-41.7994,-5188.34,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1702,3.10828,-5040.12,-41.7901,-5081.91,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1703,3.48472,-5120.31,-41.818,-5162.13,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1704,2.81176,-5003.68,-41.7687,-5045.45,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1705,2.60866,-4928.88,-41.7693,-4970.65,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1706,3.35492,-5315.99,-41.7947,-5357.79,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1707,3.2849,-5451.56,-41.7757,-5493.34,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1708,3.03845,-5238.16,-41.7683,-5279.93,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1709,3.30742,-5372.54,-41.7815,-5414.32,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1710,3.41149,-5123.29,-41.7953,-5165.08,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1711,3.382,-5119.6,-41.7959,-5161.39,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1712,3.19313,-5123.54,-41.7764,-5165.32,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1713,3.12513,-5026.61,-41.7827,-5068.39,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1714,3.11601,-5029.93,-41.7733,-5071.71,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1715,3.26358,-5375.83,-41.7777,-5417.6,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1716,3.15896,-5315.97,-41.7783,-5357.74,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1717,2.94918,-5052.2,-41.7728,-5093.97,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1718,3.09831,-5032.21,-41.7812,-5073.99,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1719,2.99363,-5050.1,-41.7807,-5091.89,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1720,2.77093,-5054.74,-41.7633,-5096.51,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1721,3.10402,-5058.17,-41.7962,-5099.97,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1722,3.39319,-5241.58,-41.8023,-5283.38,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1723,3.09218,-5102.71,-41.7731,-5144.49,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1724,3.31705,-5235.91,-41.7932,-5277.7,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1725,3.29841,-5039.25,-41.7937,-5081.04,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1726,3.40615,-5025.54,-41.809,-5067.35,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1727,3.04314,-5456.72,-41.7516,-5498.47,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1728,3.1943,-5147.44,-41.7847,-5189.22,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1729,2.90559,-5003.52,-41.7874,-5045.31,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1730,2.64634,-4929.77,-41.7966,-4971.57,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1731,3.25702,-5095.03,-41.7894,-5136.82,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1732,3.23121,-5053.04,-41.8021,-5094.84,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1733,3.34373,-5276.75,-41.7875,-5318.54,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1734,3.17275,-5101.51,-41.7858,-5143.3,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1735,2.97891,-5005.19,-41.7893,-5046.98,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1736,3.50768,-5452.75,-41.8003,-5494.55,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1737,3.35006,-5090.38,-41.7983,-5132.18,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1738,3.42028,-5120.1,-41.7984,-5161.9,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1739,3.47525,-5452.67,-41.7961,-5494.47,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1740,3.24166,-5373.78,-41.7745,-5415.55,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1741,3.25798,-5452.86,-41.7738,-5494.63,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1742,3.23658,-5357.99,-41.7784,-5399.77,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1743,3.23803,-5120.51,-41.7864,-5162.29,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1744,3.05211,-5089.73,-41.7737,-5131.51,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1745,2.7159,-4933.12,-41.7893,-4974.91,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1746,3.17804,-5454.54,-41.7663,-5496.31,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1747,3.37419,-5453.35,-41.7858,-5495.14,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1748,3.10755,-5002.42,-41.8056,-5044.22,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1749,3.24652,-5026.81,-41.7938,-5068.61,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1750,3.38395,-5282.91,-41.7926,-5324.7,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1751,3.18343,-5103.84,-41.7866,-5145.62,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1752,3.39068,-5056.94,-41.7944,-5098.74,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1753,3.2366,-5026.33,-41.7958,-5068.13,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1754,3.5701,-5449.72,-41.8063,-5491.52,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1755,3.27467,-5039.96,-41.7864,-5081.75,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1756,3.39514,-5045.51,-41.7992,-5087.31,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1757,3.03951,-5362.75,-41.7551,-5404.5,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1758,3.21986,-5039.89,-41.7838,-5081.68,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1759,3.27278,-5452.35,-41.7773,-5494.13,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1760,3.36396,-5279.71,-41.7877,-5321.5,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1761,3.30389,-5454.08,-41.7779,-5495.86,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1762,3.3389,-5355.73,-41.7866,-5397.52,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1763,3.47273,-5374.47,-41.7962,-5416.27,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1764,2.79046,-4936.44,-41.8022,-4978.24,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1765,3.04634,-5131.88,-41.7649,-5173.64,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1766,3.13242,-5006.41,-41.8022,-5048.21,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1767,3.39155,-5453.81,-41.7883,-5495.6,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1768,3.05996,-5114.37,-41.7794,-5156.15,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1769,3.18027,-5117.14,-41.7896,-5158.93,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1770,3.07247,-5049.99,-41.7791,-5091.77,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1771,3.1516,-5030.72,-41.7791,-5072.5,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1772,3.19604,-5054.55,-41.795,-5096.34,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1773,3.03746,-5050.96,-41.7751,-5092.74,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1774,3.20624,-5378.16,-41.7702,-5419.93,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1775,3.50293,-5449.44,-41.7987,-5491.24,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1776,3.04376,-5004.28,-41.7925,-5046.07,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1777,3.24311,-5376.01,-41.7745,-5417.79,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1778,3.16026,-5280.99,-41.7716,-5322.76,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1779,3.55677,-5454.09,-41.8028,-5495.89,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1780,3.45061,-5361.76,-41.7984,-5403.56,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1781,3.2804,-5377.6,-41.7782,-5419.38,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1782,3.46526,-5086.91,-41.8078,-5128.72,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1783,3.3551,-5121.16,-41.7869,-5162.95,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1784,3.37062,-5237.41,-41.8028,-5279.22,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1785,3.43114,-5318.55,-41.8023,-5360.36,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1786,3.18205,-5087.29,-41.7804,-5129.07,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1787,3.12564,-5008.84,-41.7969,-5050.64,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1788,3.22024,-5123,-41.7828,-5164.78,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1789,3.09648,-5090.42,-41.77,-5132.19,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1790,3.0865,-5240.31,-41.773,-5282.09,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1791,2.64109,-4929.44,-41.7756,-4971.22,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1792,3.0892,-5113.59,-41.7784,-5155.37,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1793,3.15712,-5007.43,-41.8003,-5049.23,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1794,3.34868,-5359.59,-41.7898,-5401.38,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1795,3.27788,-5100.87,-41.7996,-5142.67,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1796,3.16146,-5101.71,-41.7834,-5143.5,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1797,3.13296,-5039.58,-41.772,-5081.36,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1798,3.34396,-5238.25,-41.7958,-5280.04,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1799,3.25765,-5362.7,-41.7778,-5404.47,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1800,3.48496,-5052.29,-41.8093,-5094.1,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1801,3.43466,-5233.87,-41.8066,-5275.67,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1802,3.21032,-5105.19,-41.7899,-5146.98,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1803,3.10675,-5094.47,-41.7735,-5136.24,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1804,3.24776,-5380.03,-41.7772,-5421.81,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1805,3.19479,-5119.65,-41.7754,-5161.43,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1806,3.44739,-5122.57,-41.7947,-5164.36,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1807,3.46315,-5376.96,-41.7956,-5418.76,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1808,3.03411,-5051.39,-41.7824,-5093.17,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1809,3.50153,-5452.01,-41.7982,-5493.81,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1810,3.21852,-5278.2,-41.7729,-5319.97,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1811,3.0602,-5145.5,-41.7703,-5187.27,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1812,3.14359,-5125.33,-41.7698,-5167.1,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1813,3.28784,-5119.84,-41.7834,-5161.62,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1814,3.35309,-5372.28,-41.7854,-5414.07,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1815,3.13335,-5115.15,-41.7863,-5156.93,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1816,2.92096,-5054.41,-41.7719,-5096.18,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1817,3.292,-5042.36,-41.7889,-5084.15,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1818,3.48267,-5374.05,-41.8002,-5415.85,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1819,3.17112,-5118.39,-41.7892,-5160.18,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1820,3.4709,-5031.89,-41.8162,-5073.7,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1821,3.39156,-5374.86,-41.7882,-5416.65,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1822,3.24797,-5360.24,-41.7779,-5402.02,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1823,3.28721,-5053.86,-41.7955,-5095.66,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1824,3.11501,-5027.88,-41.784,-5069.66,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1825,2.97619,-5002.55,-41.7811,-5044.33,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1826,3.31961,-5122.3,-41.7909,-5164.09,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1827,3.39771,-5456.64,-41.7879,-5498.43,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1828,3.19619,-5148.5,-41.7869,-5190.29,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1829,3.28424,-5032.75,-41.7996,-5074.55,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1830,3.1081,-5235.27,-41.7723,-5277.04,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1831,3.26387,-5144.76,-41.7938,-5186.55,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1832,2.74057,-4928.44,-41.7967,-4970.24,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1833,3.20308,-5280.27,-41.7746,-5322.05,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1834,3.10139,-5115.33,-41.7797,-5157.11,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1835,3.4348,-5358.61,-41.7968,-5400.41,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1836,3.16586,-5088.7,-41.7778,-5130.48,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1837,3.22776,-5089.71,-41.7877,-5131.5,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1838,3.34489,-5090.17,-41.7939,-5131.96,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1839,3.13519,-5361.45,-41.7676,-5403.22,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1840,3.39529,-5315.5,-41.7967,-5357.3,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1841,3.38953,-5276.86,-41.7922,-5318.65,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1842,3.11716,-5278.92,-41.7662,-5320.68,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1843,2.57691,-4931.46,-41.7836,-4973.24,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1844,3.19368,-5314.78,-41.78,-5356.56,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1845,3.22738,-5234.27,-41.7867,-5276.06,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1846,2.4716,-4933.41,-41.7709,-4975.18,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1847,3.37947,-5452.36,-41.7857,-5494.15,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1848,3.17612,-5094.65,-41.7861,-5136.43,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1849,2.82445,-5006.26,-41.7691,-5048.03,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1850,3.1489,-5091.49,-41.7797,-5133.27,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1851,3.01566,-5006.71,-41.7965,-5048.51,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1852,3.25293,-5100.36,-41.7948,-5142.15,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1853,3.17099,-5042.87,-41.775,-5084.65,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1854,3.07876,-5052.12,-41.7884,-5093.91,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1855,3.06243,-5144.59,-41.7727,-5186.37,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1856,3.37732,-5235.15,-41.8012,-5276.95,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1857,3.40486,-5374.18,-41.792,-5415.97,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1858,3.22842,-5057.1,-41.7874,-5098.89,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1859,3.28507,-5280.23,-41.783,-5322.02,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1860,3.37003,-5453.62,-41.7852,-5495.4,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1861,2.58824,-4930.04,-41.7745,-4971.82,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1862,3.16202,-5241.66,-41.7804,-5283.44,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1863,3.27366,-5144.36,-41.7887,-5186.15,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1864,3.2985,-5374.82,-41.7796,-5416.6,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1865,3.17657,-5102.27,-41.7889,-5144.06,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1866,3.30786,-5054.58,-41.7949,-5096.37,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1867,3.23316,-5277.16,-41.7752,-5318.94,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1868,3.52087,-5091.38,-41.8099,-5133.19,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1869,3.34858,-5230.42,-41.7955,-5272.22,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1870,3.33066,-5120.32,-41.7878,-5162.11,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1871,3.22298,-5281.33,-41.7738,-5323.1,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1872,3.52022,-5456.44,-41.7988,-5498.24,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1873,3.35248,-5360.5,-41.7859,-5402.29,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1874,3.29821,-5039.53,-41.7856,-5081.31,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1875,3.1539,-5319.91,-41.7763,-5361.69,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1876,3.19222,-5089.47,-41.7812,-5131.25,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1877,3.34306,-5373.81,-41.7846,-5415.6,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1878,3.23911,-5116.01,-41.7955,-5157.8,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1879,3.02308,-5116.81,-41.7734,-5158.58,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1880,3.39231,-5317.32,-41.8009,-5359.12,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1881,3.4519,-5124.76,-41.8028,-5166.56,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1882,3.48034,-5451.48,-41.796,-5493.28,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1883,3.07941,-5150.97,-41.7683,-5192.74,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1884,3.25199,-5277.96,-41.7803,-5319.74,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1885,3.1554,-5362.21,-41.7693,-5403.98,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1886,3.20002,-5117.3,-41.7863,-5159.08,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1887,2.62332,-4930.58,-41.7784,-4972.36,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1888,3.35033,-5358.55,-41.7903,-5400.34,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1889,3.48994,-5356.48,-41.8004,-5398.28,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1890,3.31303,-5114.61,-41.7997,-5156.41,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1891,2.86567,-5003.14,-41.7746,-5044.92,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1892,3.34294,-5056.12,-41.803,-5097.93,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1893,3.03184,-5002.51,-41.797,-5044.31,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1894,3.11219,-5358.24,-41.7646,-5400,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1895,3.43104,-5036.01,-41.7915,-5077.8,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1896,3.61122,-5379.07,-41.8118,-5420.88,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1897,3.33634,-5233.33,-41.7967,-5275.13,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1898,3.53001,-5275.62,-41.8079,-5317.43,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1899,3.00931,-5058.51,-41.762,-5100.27,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1900,3.13347,-5279.62,-41.7655,-5321.38,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1901,3.3601,-5125.74,-41.7931,-5167.53,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1902,3.30058,-5044.79,-41.787,-5086.58,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1903,2.8929,-5007.43,-41.7893,-5049.22,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1904,3.38905,-5451.41,-41.7875,-5493.2,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1905,2.8476,-5054.14,-41.7624,-5095.9,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1906,3.30312,-5313.88,-41.7894,-5355.67,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1907,3.17047,-5239.26,-41.7808,-5281.04,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1908,3.38282,-5375.08,-41.7882,-5416.87,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
